"","vote","age","occupation_oesch","occupation_oesch_5","own_rent","sub_class","election","prov","quebec","degree","income_tertile","male","weight","ideology","cps25_employment","education","vote2","sub_class2","obj_class2","concordance","occupation_oesch_5_2"
"1817","Liberal",53,"Lower-grade managers","Lower-grade service",NA,"Working Class","2025",9,0,1,NA,1,0.786748051643372,0.5,1,5,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"1818",NA,43,"Skilled service","Skilled workers","Own","Upper-Middle Class","2025",7,0,1,1,0,0.675173223018646,0.5,2,5,NA,"Upper Class","Middle Class","Inflator",NA
"1819","Conservative",19,NA,NA,NA,"Lower Class","2025",6,0,0,1,0,2.09702253341675,NA,8,2,"Conservative","Working Class",NA,NA,NA
"1820","Liberal",37,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","2025",6,0,1,3,1,0.760478734970093,0.5,1,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"1821",NA,24,NA,NA,"Rent","Middle Class","2025",6,0,1,2,1,0.831709861755371,0.9,2,5,NA,"Middle Class",NA,NA,NA
"1822","Conservative",33,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","2025",6,0,1,NA,0,0.794874489307404,0.8,7,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"1823","Liberal",79,NA,NA,"Own","Middle Class","2025",6,0,1,3,1,0.601073384284973,0.5,4,5,"Liberal","Middle Class",NA,NA,NA
"1824","Liberal",18,NA,NA,NA,"Working Class","2025",5,1,0,NA,0,1.96641600131989,0.6,2,2,"Liberal","Working Class",NA,NA,NA
"1825","Liberal",36,NA,NA,"Own","Middle Class","2025",6,0,1,3,0,0.726798176765442,0.4,1,5,"Liberal","Middle Class",NA,NA,NA
"1826","NDP",38,NA,NA,"Rent","Working Class","2025",10,0,0,1,0,0.980552315711975,0.6,1,3,"NDP","Working Class",NA,NA,NA
"1827","Liberal",31,"Lower-grade managers","Lower-grade service","Own","Upper-Middle Class","2025",5,1,1,3,1,0.779909372329712,0.6,1,5,"Liberal","Upper Class","Middle Class","Inflator","Lower-grade service"
"1828","Conservative",62,NA,NA,"Own","Working Class","2025",10,0,0,NA,1,0.646020889282227,0.5,1,4,"Conservative","Working Class",NA,NA,NA
"1829","Liberal",79,NA,NA,"Own","Upper-Middle Class","2025",1,0,0,1,1,0.661222398281097,0.4,4,4,"Liberal","Upper Class",NA,NA,NA
"1830","NDP",22,NA,NA,"Rent","Working Class","2025",5,1,0,1,1,1.12149477005005,0.1,6,3,"NDP","Working Class",NA,NA,NA
"1831","Bloc",47,NA,NA,"Own","Upper-Middle Class","2025",5,1,1,3,1,0.713114678859711,NA,1,5,"Bloc","Upper Class",NA,NA,NA
"1832",NA,56,NA,NA,"Rent","Lower Class","2025",5,1,0,1,0,1.62796986103058,0.5,8,1,NA,"Working Class",NA,NA,NA
"1833","Conservative",36,NA,NA,"Rent","Lower Class","2025",9,0,0,1,0,1.19415259361267,NA,8,3,"Conservative","Working Class",NA,NA,NA
"1834","Liberal",70,"Socio-cultural professionals","Higher-grade service","Own","Upper-Middle Class","2025",6,0,1,NA,0,0.574452638626099,0.5,4,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"1835","Liberal",63,"Skilled clerks","Skilled workers","Own","Upper-Middle Class","2025",10,0,0,2,0,0.887823164463043,0.6,1,3,"Liberal","Upper Class","Middle Class","Inflator",NA
"1836","Liberal",24,NA,NA,"Own","Middle Class","2025",9,0,1,2,1,0.950308740139008,0.4,6,5,"Liberal","Middle Class",NA,NA,NA
"1837","Conservative",49,"Skilled clerks","Skilled workers","Own","Middle Class","2025",4,0,0,2,0,0.975127875804901,0.8,1,3,"Conservative","Middle Class","Middle Class","Concordant",NA
"1838","NDP",26,NA,NA,"Own","Working Class","2025",7,0,0,2,0,1.06182527542114,NA,7,3,"NDP","Working Class",NA,NA,NA
"1839","Conservative",23,NA,NA,"Own","Upper-Middle Class","2025",5,1,0,2,1,0.779909372329712,0.7,6,4,"Conservative","Upper Class",NA,NA,NA
"1840","Liberal",23,NA,NA,"Own","Upper-Middle Class","2025",6,0,1,2,1,0.831709861755371,0.8,1,5,"Liberal","Upper Class",NA,NA,NA
"1841","Liberal",81,NA,NA,"Rent","Middle Class","2025",5,1,1,2,0,1.19673717021942,NA,4,5,"Liberal","Middle Class",NA,NA,NA
"1842","Liberal",61,"Low-skilled service","Unskilled workers","Own","Middle Class","2025",6,0,0,2,0,0.94628643989563,0.6,7,3,"Liberal","Middle Class","Working Class","Inflator",NA
"1843","Conservative",76,NA,NA,"Own","Middle Class","2025",7,0,1,2,1,0.558378756046295,0.9,2,5,"Conservative","Middle Class",NA,NA,NA
"1844","Liberal",18,NA,NA,"Own","Working Class","2025",6,0,0,2,0,1.14301443099976,NA,6,3,"Liberal","Working Class",NA,NA,NA
"1845","Liberal",32,"Skilled clerks","Skilled workers","Rent","Working Class","2025",7,0,1,1,0,0.73841404914856,NA,1,5,"Liberal","Working Class","Middle Class","Deflator",NA
"1846","Conservative",77,"Higher-grade managers","Higher-grade service",NA,"Middle Class","2025",6,0,1,NA,0,0.574452638626099,0.9,4,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"1847",NA,49,NA,NA,"Own","Upper-Middle Class","2025",5,1,0,1,0,0.980029702186584,0.7,4,3,NA,"Upper Class",NA,NA,NA
"1848","NDP",78,NA,NA,"Own","Middle Class","2025",10,0,1,NA,0,0.538961887359619,0.3,4,5,"NDP","Middle Class",NA,NA,NA
"1849","Liberal",68,NA,NA,"Own","Middle Class","2025",1,0,0,1,0,1.66716587543488,0.5,4,2,"Liberal","Middle Class",NA,NA,NA
"1850","Conservative",52,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",5,1,0,1,0,0.887349963188171,1,2,3,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"1851",NA,28,"Skilled clerks","Skilled workers","Rent","Working Class","2025",5,1,1,2,1,0.779909372329712,0.2,1,5,NA,"Working Class","Middle Class","Deflator",NA
"1852","Conservative",22,NA,NA,NA,NA,"2025",6,0,0,1,0,1.14301443099976,NA,13,3,"Conservative",NA,NA,NA,NA
"1853","NDP",24,NA,NA,NA,"Middle Class","2025",6,0,1,2,0,0.794874489307404,0.1,2,5,"NDP","Middle Class",NA,NA,NA
"1854","Liberal",75,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","2025",5,1,1,1,0,0.538674652576447,0.3,4,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"1855","Liberal",35,NA,NA,"Rent","Working Class","2025",6,0,1,2,1,0.760478734970093,0.4,1,5,"Liberal","Working Class",NA,NA,NA
"1856",NA,19,NA,NA,"Rent","Lower Class","2025",5,1,0,1,1,2.057541847229,0.7,6,2,NA,"Working Class",NA,NA,NA
"1857","Liberal",63,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",6,0,1,2,0,0.658066034317017,0.1,4,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1858","Liberal",71,NA,NA,"Own","Working Class","2025",6,0,0,1,1,0.864332020282745,0.2,4,3,"Liberal","Working Class",NA,NA,NA
"1859","Liberal",61,"Skilled clerks","Skilled workers","Rent","Upper Class","2025",5,1,1,1,1,0.645676612854004,0.3,8,5,"Liberal","Upper Class","Middle Class","Inflator",NA
"1860","Liberal",65,"Skilled service","Skilled workers","Own","Lower Class","2025",3,0,1,1,0,0.544825911521912,0.4,4,5,"Liberal","Working Class","Middle Class","Deflator",NA
"1861","Bloc",65,"Self-employed","Self-employed","Own","Upper-Middle Class","2025",5,1,0,3,0,0.538674652576447,0.7,3,4,"Bloc","Upper Class","Middle Class","Inflator","Self-employed"
"1862","Bloc",77,NA,NA,"Own","Middle Class","2025",5,1,0,2,1,1.48697733879089,0.6,4,2,"Bloc","Middle Class",NA,NA,NA
"1863","Conservative",46,"Lower-grade managers","Lower-grade service","Own","Working Class","2025",6,0,1,2,0,0.726798176765442,0.8,1,5,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"1864","Conservative",76,"Skilled service","Skilled workers","Own","Middle Class","2025",1,0,0,1,1,0.950825214385986,NA,4,3,"Conservative","Middle Class","Middle Class","Concordant",NA
"1865","Conservative",73,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",6,0,1,2,1,0.601073384284973,0.6,4,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"1866","Bloc",53,"Skilled clerks","Skilled workers","Own","Middle Class","2025",5,1,0,2,0,0.617080450057983,0.5,1,4,"Bloc","Middle Class","Middle Class","Concordant",NA
"1867","Conservative",56,"Self-employed","Self-employed","Rent","Working Class","2025",6,0,1,2,0,0.658066034317017,0.5,3,5,"Conservative","Working Class","Upper Class","Deflator","Self-employed"
"1868",NA,34,NA,NA,"Own","Middle Class","2025",6,0,1,1,1,0.831709861755371,0.7,1,5,NA,"Middle Class",NA,NA,NA
"1869","Liberal",32,NA,NA,"Rent","Middle Class","2025",6,0,0,2,1,2.19420099258423,0.7,1,2,"Liberal","Middle Class",NA,NA,NA
"1870","Liberal",21,NA,NA,"Own","Middle Class","2025",5,1,0,3,0,1.0718252658844,0.6,6,3,"Liberal","Middle Class",NA,NA,NA
"1871","Liberal",57,NA,NA,"Own","Middle Class","2025",5,1,1,NA,0,0.617080450057983,0.3,8,5,"Liberal","Middle Class",NA,NA,NA
"1872",NA,30,NA,NA,"Rent","Lower Class","2025",6,0,0,1,1,1.19598281383514,0.5,5,3,NA,"Working Class",NA,NA,NA
"1873",NA,66,"Self-employed","Self-employed","Own","Working Class","2025",6,0,1,NA,0,0.574452638626099,0.5,3,5,NA,"Working Class","Upper Class","Deflator","Self-employed"
"1874","Conservative",66,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",6,0,0,2,0,0.826051950454712,0.9,4,3,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"1875","Conservative",19,"Low-skilled service","Unskilled workers","Own","Working Class","2025",1,0,0,2,1,1.31566405296326,0.8,1,3,"Conservative","Working Class","Working Class","Concordant",NA
"1876","Liberal",42,NA,NA,"Own","Upper Class","2025",5,1,1,NA,0,0.68153178691864,NA,1,5,"Liberal","Upper Class",NA,NA,NA
"1877","Conservative",56,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","2025",9,0,1,2,0,0.751904010772705,0.5,8,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"1878","Liberal",57,"Skilled service","Skilled workers","Own","Middle Class","2025",6,0,0,2,0,0.94628643989563,0.3,1,3,"Liberal","Middle Class","Middle Class","Concordant",NA
"1879","Liberal",43,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",5,1,1,2,1,0.713114678859711,1,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1880","NDP",40,"Lower-grade managers","Lower-grade service","Own","Middle Class","2025",5,1,0,2,1,0.713114678859711,0.3,1,4,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"1881","Liberal",65,NA,NA,"Rent","Working Class","2025",6,0,0,1,1,0.864332020282745,0.1,4,3,"Liberal","Working Class",NA,NA,NA
"1882","Liberal",59,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",10,0,1,3,0,0.617409527301788,NA,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1883","Liberal",66,NA,NA,"Own","Middle Class","2025",5,1,1,2,1,0.563637375831604,0.5,4,5,"Liberal","Middle Class",NA,NA,NA
"1884","NDP",73,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","2025",8,0,1,3,1,0.417072921991348,0.2,4,5,"NDP","Upper Class","Upper Class","Concordant","Higher-grade service"
"1885","Conservative",35,NA,NA,"Own","Middle Class","2025",8,0,0,2,0,0.725189328193665,NA,10,3,"Conservative","Middle Class",NA,NA,NA
"1886","Conservative",38,"Technicians","Lower-grade service","Rent","Working Class","2025",5,1,1,2,1,0.713114678859711,0.5,1,5,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"1887","Liberal",48,NA,NA,"Own","Middle Class","2025",6,0,1,2,0,0.726798176765442,0.2,7,5,"Liberal","Middle Class",NA,NA,NA
"1888",NA,32,NA,NA,"Rent","Lower Class","2025",7,0,0,1,0,1.06182527542114,0.5,1,3,NA,"Working Class",NA,NA,NA
"1889","Conservative",50,"Lower-grade managers","Lower-grade service","Own","Upper-Middle Class","2025",6,0,1,2,0,0.658066034317017,0.5,1,5,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"1890","Conservative",52,NA,NA,"Own",NA,"2025",9,0,0,2,0,1.08122372627258,0.6,8,3,"Conservative",NA,NA,NA,NA
"1891","Bloc",34,NA,NA,"Rent","Lower Class","2025",5,1,0,1,1,2.057541847229,0.6,1,2,"Bloc","Working Class",NA,NA,NA
"1892","Liberal",32,"Higher-grade managers","Higher-grade service",NA,"Middle Class","2025",6,0,1,3,0,0.794874489307404,NA,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1893","Conservative",24,NA,NA,"Rent","Upper-Middle Class","2025",9,0,0,1,1,1.36652600765228,NA,5,3,"Conservative","Upper Class",NA,NA,NA
"1894","Liberal",47,"Higher-grade managers","Higher-grade service",NA,"Middle Class","2025",6,0,0,2,1,0.760478734970093,0.5,1,4,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1895",NA,55,NA,NA,"Rent","Lower Class","2025",6,0,0,1,1,0.990138351917267,0.5,8,3,NA,"Working Class",NA,NA,NA
"1896","Bloc",33,NA,NA,"Own","Middle Class","2025",5,1,1,1,0,0.745368242263794,0.2,1,5,"Bloc","Middle Class",NA,NA,NA
"1897","NDP",30,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",6,0,1,2,1,0.831709861755371,0.6,1,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"1898","Liberal",81,NA,NA,"Own","Middle Class","2025",6,0,1,NA,1,1.33536422252655,0.5,4,5,"Liberal","Middle Class",NA,NA,NA
"1899","Liberal",56,"Lower-grade managers","Lower-grade service","Own","Upper-Middle Class","2025",6,0,0,NA,0,0.94628643989563,0.2,1,3,"Liberal","Upper Class","Middle Class","Inflator","Lower-grade service"
"1900","Liberal",57,"Skilled clerks","Skilled workers",NA,"Middle Class","2025",10,0,0,NA,0,1.62883794307709,0.6,2,2,"Liberal","Middle Class","Middle Class","Concordant",NA
"1901","Liberal",65,NA,NA,"Own","Lower Class","2025",6,0,0,1,0,0.826051950454712,0.5,4,3,"Liberal","Working Class",NA,NA,NA
"1902","Liberal",19,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",9,0,0,1,1,1.36652600765228,1,2,3,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1903",NA,63,"Technicians","Lower-grade service","Rent","Upper-Middle Class","2025",9,0,0,2,1,2.07558345794678,NA,1,1,NA,"Upper Class","Middle Class","Inflator","Lower-grade service"
"1904","Liberal",44,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",3,0,0,2,0,0.991220891475677,0.5,1,3,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1905",NA,29,"Skilled clerks","Skilled workers","Rent","Working Class","2025",10,0,0,1,0,1.07239675521851,0.7,5,3,NA,"Working Class","Middle Class","Deflator",NA
"1906",NA,27,"Self-employed","Self-employed","Rent","Middle Class","2025",7,0,1,1,1,0.772632956504822,0.7,3,5,NA,"Middle Class","Upper Class","Deflator","Self-employed"
"1907","Other",58,NA,NA,"Rent","Working Class","2025",6,0,0,1,1,0.68856155872345,0,8,4,NA,"Working Class",NA,NA,NA
"1908",NA,34,"Higher-grade managers","Higher-grade service","Rent",NA,"2025",6,0,1,2,0,0.794874489307404,0.4,1,5,NA,NA,"Upper Class",NA,"Higher-grade service"
"1909",NA,35,"Higher-grade managers","Higher-grade service","Own",NA,"2025",5,1,1,3,1,0.713114678859711,0.6,1,5,NA,NA,"Upper Class",NA,"Higher-grade service"
"1910","NDP",29,NA,NA,"Rent","Working Class","2025",5,1,0,2,1,1.12149477005005,0.2,1,3,"NDP","Working Class",NA,NA,NA
"1911","NDP",45,NA,NA,"Rent","Middle Class","2025",5,1,0,1,0,0.980029702186584,0.7,1,3,"NDP","Middle Class",NA,NA,NA
"1912","Liberal",53,NA,NA,"Own","Upper-Middle Class","2025",6,0,1,2,0,0.658066034317017,0.1,1,5,"Liberal","Upper Class",NA,NA,NA
"1913","Liberal",37,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","2025",9,0,1,3,1,0.868920385837555,0.5,1,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"1914","Bloc",61,"Skilled clerks","Skilled workers","Own","Middle Class","2025",5,1,0,NA,0,1.62796986103058,NA,1,2,"Bloc","Middle Class","Middle Class","Concordant",NA
"1915","Bloc",67,"Low-skilled manual","Unskilled workers","Own","Middle Class","2025",5,1,0,1,1,0.810499787330627,0.2,4,3,"Bloc","Middle Class","Working Class","Inflator",NA
"1916","Liberal",54,NA,NA,"Rent","Upper-Middle Class","2025",5,1,1,3,1,0.645676612854004,0.4,1,5,"Liberal","Upper Class",NA,NA,NA
"1917","Liberal",77,NA,NA,"Own","Upper-Middle Class","2025",6,0,1,3,1,0.601073384284973,0.8,4,5,"Liberal","Upper Class",NA,NA,NA
"1918",NA,28,NA,NA,"Rent","Middle Class","2025",8,0,1,1,1,0.577106952667236,0.6,1,5,NA,"Middle Class",NA,NA,NA
"1919","Conservative",42,"Technicians","Lower-grade service","Own","Working Class","2025",9,0,0,NA,1,2.29236912727356,0.5,1,2,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"1920",NA,44,NA,NA,"Rent","Lower Class","2025",10,0,0,1,1,1.88232862949371,NA,13,2,NA,"Working Class",NA,NA,NA
"1921","Liberal",52,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","2025",9,0,1,2,0,0.751904010772705,0.5,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1922",NA,34,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Working Class","2025",6,0,1,1,1,0.831709861755371,0.5,2,5,NA,"Working Class","Middle Class","Deflator","Lower-grade service"
"1923",NA,65,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",10,0,1,2,1,0.563937962055206,0.6,11,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"1924","Liberal",69,NA,NA,"Rent","Working Class","2025",6,0,0,1,1,0.601073384284973,0.5,4,4,"Liberal","Working Class",NA,NA,NA
"1925","Conservative",27,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",1,0,0,1,0,1.25739514827728,1,13,3,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"1926","Other",43,"Socio-cultural (semi-professionals)","Lower-grade service","Own",NA,"2025",10,0,0,1,0,0.980552315711975,1,13,3,NA,NA,"Middle Class",NA,"Lower-grade service"
"1927","Liberal",21,NA,NA,"Own","Middle Class","2025",4,0,0,2,1,0.776008486747742,0.6,6,4,"Liberal","Middle Class",NA,NA,NA
"1928","Conservative",51,NA,NA,"Own",NA,"2025",6,0,1,3,0,0.658066034317017,1,1,5,"Conservative",NA,NA,NA,NA
"1929",NA,42,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",6,0,1,NA,0,0.726798176765442,NA,1,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"1930","Liberal",55,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",10,0,1,2,0,0.617409527301788,0.4,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1931","Liberal",46,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",10,0,0,3,0,0.980552315711975,NA,1,3,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"1932","Liberal",67,NA,NA,"Own","Middle Class","2025",6,0,1,2,0,0.574452638626099,0.6,4,5,"Liberal","Middle Class",NA,NA,NA
"1933","NDP",62,NA,NA,"Own","Lower Class","2025",10,0,0,1,1,0.646020889282227,0.2,8,4,"NDP","Working Class",NA,NA,NA
"1934","Bloc",69,NA,NA,"Own","Middle Class","2025",5,1,0,1,1,0.563637375831604,0.5,4,4,"Bloc","Middle Class",NA,NA,NA
"1935","Liberal",40,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","2025",6,0,1,2,0,0.726798176765442,0.5,1,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"1936",NA,31,"Technicians","Lower-grade service","Own","Middle Class","2025",10,0,0,3,0,1.07239675521851,0.4,1,3,NA,"Middle Class","Middle Class","Concordant","Lower-grade service"
"1937","Bloc",68,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",5,1,0,2,0,0.77460390329361,0.4,4,3,"Bloc","Middle Class","Upper Class","Deflator","Higher-grade service"
"1938","NDP",51,"Skilled clerks","Skilled workers","Own","Middle Class","2025",6,0,1,2,1,0.68856155872345,NA,1,5,"NDP","Middle Class","Middle Class","Concordant",NA
"1939","Bloc",32,NA,NA,"Own","Middle Class","2025",5,1,0,2,0,0.745368242263794,NA,1,4,"Bloc","Middle Class",NA,NA,NA
"1940","Conservative",30,"Technicians","Lower-grade service","Own","Upper-Middle Class","2025",6,0,0,3,0,1.14301443099976,NA,12,3,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
